94741,32436
94741,33530
95296,33530
95296,34904
95039,34904
95039,35788
96260,35788
96260,37173
95859,37173
95859,38216
96656,38216
96656,39472
96628,39472
96628,40550
97414,40550
97414,41756
97623,41756
97623,43033
97358,43033
97358,44220
97641,44220
97641,45404
98036,45404
98036,46657
97643,46657
97643,47837
98340,47837
98340,49069
98028,49069
98028,50287
